InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
537781,20966,SANDWICH BATH SPONGE,1,2010-12-08,1.25,17341.0,United Kingdom
543111,22367,CHILDRENS APRON SPACEBOY DESIGN,2,2011-02-03,1.95,15719.0,United Kingdom
550297,85017B,ENVELOPE 50 BLOSSOM IMAGES,1,2011-04-15,0.85,14056.0,United Kingdom
565917,22999,TRAVEL CARD WALLET VINTAGE LEAF,1,2011-09-07,0.83,,United Kingdom
572283,21755,LOVE BUILDING BLOCK WORD,2,2011-10-23,6.25,15000.0,United Kingdom
560732,23309,SET OF 60 I LOVE LONDON CAKE CASES ,2,2011-07-20,0.55,14056.0,United Kingdom
572452,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,2011-10-24,3.25,12921.0,United Kingdom
577319,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,1,2011-11-18,0.29,17301.0,United Kingdom
536743,85124C,GREEN JUICY FRUIT PHOTO FRAME,1,2010-12-02,2.55,17964.0,United Kingdom
544905,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,2011-02-24,0.85,17117.0,United Kingdom
558731,22383,LUNCH BAG SUKI DESIGN ,10,2011-07-01,1.65,13285.0,United Kingdom
575930,22663,JUMBO BAG DOLLY GIRL DESIGN,1,2011-11-11,4.13,,United Kingdom
550207,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,2011-04-15,6.25,,United Kingdom
537462,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,6,2010-12-07,3.75,17228.0,United Kingdom
570514,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,12,2011-10-11,0.85,13089.0,United Kingdom
537246,20728,LUNCH BAG CARS BLUE,10,2010-12-06,1.65,12808.0,Portugal
560368,23158,SET OF 5 LUCKY CAT MAGNETS ,1,2011-07-18,2.08,17841.0,United Kingdom
580983,22603,CHRISTMAS RETROSPOT TREE WOOD,3,2011-12-06,1.63,,United Kingdom
540839,22267,EASTER DECORATION EGG BUNNY ,2,2011-01-11,1.25,16791.0,United Kingdom
544077,22219,LOVEBIRD HANGING DECORATION WHITE ,8,2011-02-15,0.85,14825.0,United Kingdom
550630,84666,SQUARE CHERRY BLOSSOM CABINET,6,2011-04-19,3.95,14298.0,United Kingdom
538008,22938,CUPCAKE LACE PAPER SET 6,12,2010-12-09,1.95,12683.0,France
558861,23270,SET OF 2 CERAMIC PAINTED HEARTS ,12,2011-07-04,1.45,13373.0,United Kingdom
570685,23224,CHERUB HEART DECORATION GOLD,10,2011-10-11,0.83,13208.0,United Kingdom
571271,21175,GIN + TONIC DIET METAL SIGN,1,2011-10-16,2.55,15440.0,United Kingdom
564380,22431,WATERING CAN BLUE ELEPHANT,12,2011-08-25,1.95,14314.0,United Kingdom
554112,15044C,PURPLE PAPER PARASOL,1,2011-05-22,2.95,17611.0,United Kingdom
561209,82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",1,2011-07-25,2.46,,United Kingdom
543826,90181B,AMETHYST GLASS/SHELL/PEARL NECKLACE,1,2011-02-14,9.15,,United Kingdom
557214,23084,RABBIT NIGHT LIGHT,48,2011-06-17,1.79,17677.0,United Kingdom
571219,85199L,LARGE HANGING IVORY & RED WOOD BIRD,12,2011-10-14,0.65,15601.0,United Kingdom
548893,21398,RED POLKADOT COFFEE  MUG,1,2011-04-04,1.63,,United Kingdom
546306,22355,CHARLOTTE BAG SUKI DESIGN,1,2011-03-10,1.63,,United Kingdom
579508,22193,RED DINER WALL CLOCK,1,2011-11-29,16.63,,United Kingdom
557136,22191,IVORY DINER WALL CLOCK,2,2011-06-17,8.5,14911.0,EIRE
549901,23054,RECYCLED ACAPULCO MAT LAVENDER,1,2011-04-12,8.25,17180.0,United Kingdom
545559,23127,FELTCRAFT GIRL NICOLE KIT,1,2011-03-03,4.95,15005.0,United Kingdom
548164,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2,2011-03-29,10.79,,United Kingdom
554645,21564,PINK  HEART SHAPE LOVE BUCKET ,5,2011-05-25,2.95,17770.0,United Kingdom
561967,23306,SET OF 36 DOILIES PANTRY DESIGN,3,2011-08-01,1.45,12844.0,United Kingdom
562713,22698,PINK REGENCY TEACUP AND SAUCER,24,2011-08-08,2.55,15189.0,United Kingdom
555508,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,4,2011-06-03,1.65,16880.0,United Kingdom
570688,21206,STRAWBERRY HONEYCOMB  GARLAND ,1,2011-10-11,3.29,,United Kingdom
572558,23241,TREASURE TIN GYMKHANA DESIGN,6,2011-10-25,2.08,14286.0,United Kingdom
566603,20724,RED RETROSPOT CHARLOTTE BAG,4,2011-09-13,0.85,,United Kingdom
554151,22138,BAKING SET 9 PIECE RETROSPOT ,1,2011-05-23,4.95,14049.0,United Kingdom
578653,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,2011-11-24,0.29,18161.0,United Kingdom
567668,22865,HAND WARMER OWL DESIGN,2,2011-09-21,4.13,,United Kingdom
540026,21519,GIN & TONIC DIET GREETING CARD ,2,2011-01-04,0.85,,United Kingdom
564734,72131,COLUMBIAN CANDLE RECTANGLE,1,2011-08-28,1.95,12484.0,Spain
558537,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-06-30,4.95,12424.0,Australia
554861,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,2011-05-27,2.55,12633.0,Germany
579187,23111,PARISIENNE SEWING BOX,1,2011-11-28,24.96,,United Kingdom
561051,15056N,EDWARDIAN PARASOL NATURAL,120,2011-07-24,4.95,16684.0,United Kingdom
569983,22766,PHOTO FRAME CORNICE,4,2011-10-06,2.95,17231.0,United Kingdom
571653,23500,KEY RING BASEBALL BOOT ASSORTED ,20,2011-10-18,1.04,14298.0,United Kingdom
576837,22299,PIG KEYRING WITH LIGHT & SOUND ,1,2011-11-16,2.46,,United Kingdom
573075,22195,LARGE HEART MEASURING SPOONS,1,2011-10-27,1.65,17545.0,United Kingdom
540946,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",20,2011-01-12,0.42,12359.0,Cyprus
537781,22440,BALLOON WATER BOMB PACK OF 35,1,2010-12-08,0.42,17341.0,United Kingdom
565930,22110,BIRD HOUSE HOT WATER BOTTLE,6,2011-09-08,2.55,12685.0,France
547249,22585,PACK OF 6 BIRDY GIFT TAGS,4,2011-03-22,2.46,,United Kingdom
569020,22274,FELTCRAFT DOLL EMILY,6,2011-09-30,2.95,15321.0,United Kingdom
565854,22922,FRIDGE MAGNETS US DINER ASSORTED,12,2011-09-07,0.85,12490.0,France
566172,22561,WOODEN SCHOOL COLOURING SET,12,2011-09-09,1.65,17001.0,United Kingdom
544157,21578,WOODLAND DESIGN  COTTON TOTE BAG,6,2011-02-16,2.25,12372.0,Denmark
580155,82484,WOOD BLACK BOARD ANT WHITE FINISH,4,2011-12-02,7.95,13183.0,United Kingdom
571709,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,2011-10-18,1.25,16463.0,United Kingdom
574959,21991,BOHEMIAN COLLAGE STATIONERY SET,1,2011-11-08,1.25,17886.0,United Kingdom
580730,22544,MINI JIGSAW SPACEBOY,1,2011-12-05,0.83,,United Kingdom
571446,23171,REGENCY TEA PLATE GREEN ,36,2011-10-17,1.65,14911.0,EIRE
554280,22379,RECYCLING BAG RETROSPOT ,5,2011-05-23,2.1,14817.0,United Kingdom
561898,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2011-07-31,7.95,12456.0,Switzerland
554861,22318,FIVE HEART HANGING DECORATION,6,2011-05-27,2.95,12633.0,Germany
556246,84997C,CHILDRENS CUTLERY POLKADOT BLUE,1,2011-06-09,4.15,16113.0,United Kingdom
571716,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,1,2011-10-18,1.25,,United Kingdom
559009,22737,RIBBON REEL CHRISTMAS PRESENT ,10,2011-07-05,1.65,15549.0,United Kingdom
580367,22644,CERAMIC CHERRY CAKE MONEY BANK,1,2011-12-02,3.29,,United Kingdom
542128,22378,WALL TIDY RETROSPOT ,20,2011-01-25,0.85,12609.0,Germany
572520,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,2011-10-24,0.29,13165.0,United Kingdom
579777,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,1,2011-11-30,4.13,,United Kingdom
553720,21629,SQUARE FLOOR CUSHION VINTAGE RED,2,2011-05-18,7.95,13417.0,United Kingdom
559465,21931,JUMBO STORAGE BAG SUKI,100,2011-07-08,1.79,14680.0,United Kingdom
578757,22095,LADS ONLY TISSUE BOX,4,2011-11-25,0.39,12748.0,United Kingdom
565415,23551,PACK OF 12 PAISLEY PARK TISSUES ,48,2011-09-04,0.39,14067.0,United Kingdom
580027,22098,BOUDOIR SQUARE TISSUE BOX,2,2011-12-01,0.39,14178.0,United Kingdom
559804,22714,CARD BIRTHDAY COWBOY,12,2011-07-12,0.42,17405.0,United Kingdom
565877,23133,LARGE IVORY HEART WALL ORGANISER,4,2011-09-07,8.25,15189.0,United Kingdom
549690,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,8,2011-04-11,0.42,17841.0,United Kingdom
572680,23502,PLAYING CARDS VINTAGE DOILY ,5,2011-10-25,1.25,,Portugal
574673,22556,PLASTERS IN TIN CIRCUS PARADE ,2,2011-11-06,1.65,15555.0,United Kingdom
573144,23084,RABBIT NIGHT LIGHT,1,2011-10-27,2.08,18035.0,United Kingdom
565779,22727,ALARM CLOCK BAKELIKE RED ,4,2011-09-06,3.75,15804.0,United Kingdom
563430,84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,24,2011-08-16,2.95,14918.0,United Kingdom
541875,22469,HEART OF WICKER SMALL,12,2011-01-24,1.65,16558.0,United Kingdom
549294,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,1,2011-04-07,0.42,13230.0,United Kingdom
549789,21976,PACK OF 60 MUSHROOM CAKE CASES,24,2011-04-12,0.55,17160.0,United Kingdom
574673,22045,SPACEBOY GIFT WRAP,25,2011-11-06,0.42,15555.0,United Kingdom
567917,85130C,BEADED CRYSTAL HEART BLUE  LARGE,24,2011-09-22,0.79,14298.0,United Kingdom
579749,23499,SET 12 VINTAGE DOILY CHALK ,24,2011-11-30,0.42,13362.0,United Kingdom
563500,23077,DOUGHNUT LIP GLOSS ,20,2011-08-16,1.25,15856.0,United Kingdom
571240,23388,WOODLAND MINI BACKPACK,8,2011-10-14,4.15,12562.0,France
571255,23072,MARIE ANTOINETTE TRINKET BOX SILVER,48,2011-10-14,6.5,12454.0,Spain
559163,20979,36 PENCILS TUBE RED RETROSPOT,1,2011-07-06,2.46,,United Kingdom
545688,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-03-06,3.75,16033.0,United Kingdom
574063,21015,DARK BIRD HOUSE TREE DECORATION,2,2011-11-02,0.29,13271.0,United Kingdom
540278,84991,60 TEATIME FAIRY CAKE CASES,4,2011-01-06,0.55,15719.0,United Kingdom
C558254,21843,RED RETROSPOT CAKE STAND,-1,2011-06-27,10.95,16670.0,United Kingdom
544455,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,1,2011-02-20,2.95,13097.0,United Kingdom
574298,84923,PINK BUTTERFLY HANDBAG W BOBBLES,3,2011-11-03,4.13,,United Kingdom
565231,21123,SET/10 IVORY POLKADOT PARTY CANDLES,3,2011-09-02,0.83,,United Kingdom
548664,22167, OVAL WALL MIRROR DIAMANTE ,5,2011-04-01,9.95,14911.0,EIRE
C538341,22728,ALARM CLOCK BAKELIKE PINK,-3,2010-12-10,3.75,15514.0,United Kingdom
556917,22970,LONDON BUS COFFEE MUG,72,2011-06-15,2.1,12415.0,Australia
581219,21485,RETROSPOT HEART HOT WATER BOTTLE,1,2011-12-08,10.79,,United Kingdom
580188,22835,HOT WATER BOTTLE I AM SO POORLY,10,2011-12-02,4.95,16440.0,United Kingdom
538524,84375,SET OF 20 KIDS COOKIE CUTTERS,1,2010-12-13,4.21,,United Kingdom
575143,21314,SMALL GLASS HEART TRINKET POT,8,2011-11-08,2.1,13643.0,United Kingdom
560359,21993,FLORAL FOLK STATIONERY SET,2,2011-07-18,1.25,14159.0,United Kingdom
543188,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,12,2011-02-04,2.55,12567.0,France
576931,22123,PING MICROWAVE APRON,12,2011-11-17,1.95,13028.0,United Kingdom
559051,22651,GENTLEMAN SHIRT REPAIR KIT ,4,2011-07-05,0.79,,United Kingdom
580636,22544,MINI JIGSAW SPACEBOY,48,2011-12-05,0.19,16746.0,United Kingdom
570229,23397,FOOT STOOL HOME SWEET HOME ,1,2011-10-09,9.95,15756.0,United Kingdom
543020,22167, OVAL WALL MIRROR DIAMANTE ,1,2011-02-02,9.95,15005.0,United Kingdom
540646,90040B,MURANO STYLE GLASS BRACELET BLACK,1,2011-01-10,3.81,,United Kingdom
562980,16169E,WRAP 50'S  CHRISTMAS,25,2011-08-11,0.42,17686.0,United Kingdom
548451,22988,SOLDIERS EGG CUP ,1,2011-03-31,1.25,17365.0,United Kingdom
577076,22179,SET 10 NIGHT OWL LIGHTS,2,2011-11-17,6.75,14362.0,United Kingdom
544434,21918,SET 12 KIDS COLOUR  CHALK STICKS,11,2011-02-18,0.83,,United Kingdom
544591,22920,HERB MARKER BASIL,24,2011-02-21,0.65,13044.0,United Kingdom
545591,22379,RECYCLING BAG RETROSPOT ,5,2011-03-04,2.1,17581.0,United Kingdom
566408,23108,SET OF 10 LED DOLLY LIGHTS,6,2011-09-12,6.25,16984.0,United Kingdom
578153,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-11-23,4.95,12748.0,United Kingdom
559898,21868,POTTING SHED TEA MUG,6,2011-07-13,1.25,16225.0,United Kingdom
543467,85131B,BEADED CRYSTAL HEART GREEN ON STICK,3,2011-02-08,0.83,,United Kingdom
544332,22241,GARLAND WOODEN HAPPY EASTER,12,2011-02-17,1.25,17419.0,United Kingdom
557266,21864,UNION JACK FLAG PASSPORT COVER ,2,2011-06-19,2.1,14878.0,United Kingdom
571508,23344,JUMBO BAG 50'S CHRISTMAS ,1,2011-10-17,4.13,,United Kingdom
565846,22996,TRAVEL CARD WALLET VINTAGE TICKET,3,2011-09-07,0.42,14606.0,United Kingdom
C567620,23170,REGENCY TEA PLATE ROSES ,-1,2011-09-21,1.65,14306.0,United Kingdom
558767,22692,DOORMAT WELCOME TO OUR HOME,2,2011-07-03,7.95,13833.0,United Kingdom
567312,22439,6 ROCKET BALLOONS ,24,2011-09-19,0.65,15500.0,United Kingdom
576339,84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,1,2011-11-14,7.46,14096.0,United Kingdom
542627,22714,CARD BIRTHDAY COWBOY,12,2011-01-31,0.42,14426.0,United Kingdom
578844,22969,HOMEMADE JAM SCENTED CANDLES,2,2011-11-25,3.29,,United Kingdom
561226,22158,3 HEARTS HANGING DECORATION RUSTIC,8,2011-07-26,2.95,15618.0,United Kingdom
C564488,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,-4,2011-08-25,4.25,16859.0,United Kingdom
546737,21531,RED RETROSPOT SUGAR JAM BOWL,6,2011-03-16,2.55,13358.0,United Kingdom
567670,21669,BLUE STRIPE CERAMIC DRAWER KNOB,2,2011-09-21,3.29,,United Kingdom
559145,23241,TREASURE TIN GYMKHANA DESIGN,6,2011-07-06,2.08,17404.0,Sweden
542405,22776,SWEETHEART CAKESTAND 3 TIER,3,2011-01-27,9.95,13534.0,United Kingdom
576176,22186,RED STAR CARD HOLDER,2,2011-11-14,1.95,16936.0,United Kingdom
580727,23265,SET OF 3 WOODEN TREE DECORATIONS,6,2011-12-05,2.46,14096.0,United Kingdom
559510,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-07-08,1.65,14961.0,United Kingdom
544772,85152,HAND OVER THE CHOCOLATE   SIGN ,1,2011-02-23,4.13,,United Kingdom
544676,20668,DISCO BALL CHRISTMAS DECORATION,24,2011-02-22,0.12,17841.0,United Kingdom
568065,22653,BUTTON BOX ,10,2011-09-23,1.95,16240.0,United Kingdom
580134,23042,PAPER LANTERN 7 POINT SNOW STAR,4,2011-12-01,6.65,13102.0,United Kingdom
550150,47566B,TEA TIME PARTY BUNTING,12,2011-04-14,4.95,15230.0,United Kingdom
559338,22663,JUMBO BAG DOLLY GIRL DESIGN,5,2011-07-07,2.46,,United Kingdom
541410,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2011-01-17,1.25,13089.0,United Kingdom
554980,22274,FELTCRAFT DOLL EMILY,1,2011-05-29,2.95,17613.0,United Kingdom
573413,21328,BALLOONS  WRITING SET ,2,2011-10-30,1.65,15444.0,United Kingdom
551656,22522,CHILDS GARDEN FORK BLUE ,12,2011-05-03,0.85,14911.0,EIRE
559542,23322,LARGE WHITE HEART OF WICKER,2,2011-07-10,2.95,17126.0,United Kingdom
542096,22208,WOOD STAMP SET THANK YOU,2,2011-01-25,1.65,17236.0,United Kingdom
558700,82600,NO SINGING METAL SIGN,1,2011-07-01,2.1,17920.0,United Kingdom
565859,21908,CHOCOLATE THIS WAY METAL SIGN,12,2011-09-07,2.1,16818.0,United Kingdom
556718,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,660,2011-06-14,2.75,16013.0,United Kingdom
567183,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-09-18,3.75,14769.0,United Kingdom
567094,23356,LOVE HOT WATER BOTTLE,8,2011-09-16,5.95,16924.0,United Kingdom
567853,21495,SKULLS AND CROSSBONES WRAP,25,2011-09-22,0.42,15484.0,United Kingdom
536984,22866,HAND WARMER SCOTTY DOG DESIGN,4,2010-12-03,2.1,17841.0,United Kingdom
555233,22110,BIRD HOUSE HOT WATER BOTTLE,6,2011-06-01,2.55,13917.0,United Kingdom
539044,22955,36 FOIL STAR CAKE CASES ,4,2010-12-15,2.1,15727.0,United Kingdom
577768,90081C,LILY BROOCH OLIVE COLOUR,1,2011-11-21,4.98,,United Kingdom
579517,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-11-29,2.95,12748.0,United Kingdom
559497,22055,MINI CAKE STAND  HANGING STRAWBERY,1,2011-07-08,3.29,,United Kingdom
552681,85049e,SCANDINAVIAN REDS RIBBONS,1,2011-05-10,3.29,,United Kingdom
577355,71459,HANGING JAM JAR T-LIGHT HOLDERS,24,2011-11-18,0.85,14911.0,EIRE
569901,23256,CHILDRENS CUTLERY SPACEBOY ,2,2011-10-06,4.15,12923.0,United Kingdom
568394,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,2011-09-27,4.25,13314.0,United Kingdom
571046,23294,SET OF 6 SNACK LOAF BAKING CASES,2,2011-10-13,0.83,18096.0,United Kingdom
571046,23133,LARGE IVORY HEART WALL ORGANISER,1,2011-10-13,8.25,18096.0,United Kingdom
536982,21866,UNION JACK FLAG LUGGAGE TAG,8,2010-12-03,3.36,,United Kingdom
560225,22250,DECORATION  BUTTERFLY  MAGIC GARDEN,5,2011-07-15,0.83,,United Kingdom
570790,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-10-12,1.65,13575.0,United Kingdom
544598,22660,DOORMAT I LOVE LONDON,2,2011-02-21,15.79,,United Kingdom
564034,23199,JUMBO BAG APPLES,10,2011-08-22,2.08,12935.0,United Kingdom
569222,21174,POTTERING IN THE SHED METAL SIGN,2,2011-10-02,2.08,15906.0,United Kingdom
567175,23199,JUMBO BAG APPLES,1,2011-09-18,2.08,13067.0,United Kingdom
563626,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,2011-08-18,1.95,16187.0,United Kingdom
566202,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,24,2011-09-09,0.85,15652.0,United Kingdom
567967,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,12,2011-09-23,4.25,15858.0,United Kingdom
575973,22621,TRADITIONAL KNITTING NANCY,12,2011-11-13,1.65,,EIRE
555722,22727,ALARM CLOCK BAKELIKE RED ,2,2011-06-06,7.46,,United Kingdom
557758,22064,PINK DOUGHNUT TRINKET POT ,2,2011-06-22,1.65,17585.0,United Kingdom
547867,20983,12 PENCILS TALL TUBE RED RETROSPOT,2,2011-03-27,0.85,13357.0,United Kingdom
576575,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,6,2011-11-15,2.89,16295.0,United Kingdom
538525,22837,HOT WATER BOTTLE BABUSHKA ,16,2010-12-13,4.65,12540.0,Spain
568558,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,2,2011-09-27,4.95,16354.0,United Kingdom
550196,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,1,2011-04-15,2.1,14796.0,United Kingdom
559660,21498,RED RETROSPOT WRAP ,50,2011-07-11,0.42,16701.0,United Kingdom
569694,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,2011-10-05,3.25,17735.0,United Kingdom
579946,21810,CHRISTMAS HANGING STAR WITH BELL,12,2011-12-01,0.39,15993.0,United Kingdom
560231,21429,RED GINGHAM ROSE JEWELLERY BOX,8,2011-07-17,1.95,13305.0,United Kingdom
545037,22366,DOORMAT AIRMAIL ,2,2011-02-27,7.95,14532.0,United Kingdom
542508,37467,,136,2011-01-28,0.0,,United Kingdom
546973,21033,JUMBO BAG CHARLIE AND LOLA TOYS,2,2011-03-18,4.13,,United Kingdom
565857,23229,VINTAGE DONKEY TAIL GAME ,6,2011-09-07,3.75,14911.0,EIRE
567024,22327,ROUND SNACK BOXES SET OF 4 SKULLS,3,2011-09-16,6.63,,United Kingdom
570680,23528,WALL ART SPACEBOY,4,2011-10-11,3.75,13969.0,United Kingdom
569843,22099,CARAVAN SQUARE TISSUE BOX,1,2011-10-06,0.39,14449.0,United Kingdom
572735,23201,JUMBO BAG ALPHABET,10,2011-10-25,2.08,15630.0,United Kingdom
571746,23298,SPOTTY BUNTING,3,2011-10-19,4.95,17043.0,United Kingdom
536707,22955,36 FOIL STAR CAKE CASES ,6,2010-12-02,2.1,12915.0,United Kingdom
564838,20727,LUNCH BAG  BLACK SKULL.,3,2011-08-30,4.13,,United Kingdom
581474,22906,12 MESSAGE CARDS WITH ENVELOPES,1,2011-12-08,1.65,12748.0,United Kingdom
566051,47504K,ENGLISH ROSE GARDEN SECATEURS,12,2011-09-08,0.79,15198.0,United Kingdom
553461,21508,VINTAGE KID DOLLY CARD ,12,2011-05-17,0.42,16316.0,United Kingdom
544461,22037,ROBOT BIRTHDAY CARD,12,2011-02-20,0.42,13744.0,United Kingdom
541038,85189,HANGING BUTTERFLY  EGG,3,2011-01-13,0.85,16395.0,United Kingdom
543732,22781,GUMBALL MAGAZINE RACK,1,2011-02-11,14.96,,United Kingdom
563687,21931,JUMBO STORAGE BAG SUKI,1,2011-08-18,2.08,,United Kingdom
571562,23204,CHARLOTTE BAG APPLES DESIGN,20,2011-10-18,0.85,14156.0,EIRE
576560,22632,HAND WARMER RED RETROSPOT,2,2011-11-15,2.1,12877.0,United Kingdom
540469,22629,SPACEBOY LUNCH BOX ,5,2011-01-07,1.95,12484.0,Spain
572219,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2011-10-21,6.95,17463.0,United Kingdom
562524,82580,BATHROOM METAL SIGN,12,2011-08-05,0.55,15201.0,United Kingdom
545062,21868,POTTING SHED TEA MUG,2,2011-02-27,1.25,12748.0,United Kingdom
553389,22423,REGENCY CAKESTAND 3 TIER,1,2011-05-16,24.96,,United Kingdom
540556,22781,GUMBALL MAGAZINE RACK,4,2011-01-10,7.65,,Israel
552010,84375,SET OF 20 KIDS COOKIE CUTTERS,3,2011-05-05,2.1,14713.0,United Kingdom
575207,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-11-09,1.25,18172.0,United Kingdom
571061,84988,SET OF 72 PINK HEART PAPER DOILIES,2,2011-10-13,3.75,,United Kingdom
560387,22030,SWALLOWS GREETING CARD,48,2011-07-18,0.42,14667.0,United Kingdom
565917,20725,LUNCH BAG RED RETROSPOT,3,2011-09-07,4.13,,United Kingdom
557312,23203,JUMBO BAG DOILEY PATTERNS,10,2011-06-19,2.08,17001.0,United Kingdom
539464,84247E,PACK/12 XMAS FUN CARD,1,2010-12-19,2.95,17913.0,United Kingdom
537638,21355,TOAST ITS - I LOVE YOU ,1,2010-12-07,2.51,,United Kingdom
536544,22862,LOVE HEART NAPKIN BOX ,2,2010-12-01,4.25,,United Kingdom
576872,23335,EGG FRYING PAN IVORY ,6,2011-11-16,2.08,13238.0,United Kingdom
539958,22324,BLUE POLKADOT KIDS BAG,2,2010-12-23,4.21,,United Kingdom
536876,21411,GINGHAM HEART  DOORSTOP RED,1,2010-12-03,8.47,,United Kingdom
575176,22545,MINI JIGSAW BUNNIES,1,2011-11-08,0.83,,United Kingdom
559027,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-07-05,0.85,17046.0,United Kingdom
542906,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,1,2011-02-01,3.29,,United Kingdom
580404,23239,SET OF 4 KNICK KNACK TINS POPPIES,6,2011-12-04,4.15,13596.0,United Kingdom
554326,22267,EASTER DECORATION EGG BUNNY ,2,2011-05-23,1.25,13737.0,United Kingdom
562102,23203,JUMBO BAG DOILEY PATTERNS,20,2011-08-02,2.08,13089.0,United Kingdom
C574010,79321,CHILLI LIGHTS,-1,2011-11-02,5.75,17841.0,United Kingdom
550145,23052,RECYCLED ACAPULCO MAT TURQUOISE,4,2011-04-14,8.25,12637.0,France
542617,21668,RED STRIPE CERAMIC DRAWER KNOB,6,2011-01-30,1.25,17463.0,United Kingdom
561686,23173,REGENCY TEAPOT ROSES ,2,2011-07-29,9.95,13148.0,United Kingdom
539290,22355,CHARLOTTE BAG SUKI DESIGN,1,2010-12-16,0.85,16271.0,United Kingdom
563022,21986,PACK OF 12 PINK POLKADOT TISSUES,1,2011-08-11,0.29,17248.0,United Kingdom
555526,21155,RED RETROSPOT PEG BAG,12,2011-06-05,2.55,14364.0,United Kingdom
C566944,20725,LUNCH BAG RED RETROSPOT,-1,2011-09-15,1.65,15449.0,United Kingdom
574298,21876,POTTERING MUG,1,2011-11-03,3.29,,United Kingdom
555405,22784,LANTERN CREAM GAZEBO ,6,2011-06-02,4.95,17531.0,United Kingdom
577107,85179C,PINK BITTY LIGHT CHAIN,12,2011-11-17,1.25,16558.0,United Kingdom
546866,21908,CHOCOLATE THIS WAY METAL SIGN,3,2011-03-17,2.1,14462.0,United Kingdom
561383,22530,MAGIC DRAWING SLATE DOLLY GIRL ,24,2011-07-27,0.42,13730.0,United Kingdom
576339,21056,DOCTOR'S BAG SOFT TOY,3,2011-11-14,16.63,14096.0,United Kingdom
573311,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2011-10-28,2.08,14071.0,United Kingdom
576617,22619,SET OF 6 SOLDIER SKITTLES,2,2011-11-15,7.46,,United Kingdom
573347,23207,LUNCH BAG ALPHABET DESIGN,3,2011-10-30,1.65,13137.0,United Kingdom
581217,85066,CREAM SWEETHEART MINI CHEST,1,2011-12-08,24.96,,United Kingdom
578928,23301,GARDENERS KNEELING PAD KEEP CALM ,8,2011-11-27,1.65,15443.0,United Kingdom
572062,23265,SET OF 3 WOODEN TREE DECORATIONS,12,2011-10-20,1.25,16177.0,United Kingdom
548185,22570,FELTCRAFT CUSHION RABBIT,4,2011-03-29,3.75,15628.0,United Kingdom
552548,22061,LARGE CAKE STAND  HANGING STRAWBERY,2,2011-05-10,9.95,16357.0,United Kingdom
548984,22555,PLASTERS IN TIN STRONGMAN,3,2011-04-05,1.65,14546.0,United Kingdom
552229,22630,DOLLY GIRL LUNCH BOX,2,2011-05-06,4.13,,United Kingdom
554511,84549,CROCHET WHITE RABBIT KEYRING ,1,2011-05-24,3.29,,United Kingdom
